koloniSistemKimlik,kovanNoSnapshot,tarih,citaSayisi,bal_cita,yavruluCita,yavruDuzeni,mizac,beslemeTipi,beslemeYapildi,varroaMucadele,anaAriGoruldu,varroaGoruldu,ogulBelirtisi,ogulAtti,bolmeYapildi,kovanSondu,anaUretimGirisimVarMi,anasizBirakildiMi,anasizBaslangicTarihi,larvaYasiGun,memeDurumu,erkekAriDurumu,ciftlesmeDurumu,anaDegisimPlanlandiMi,notlar,sezon,kaynakKoloniNoNottan,kaynakKoloniSistemKimlikNottan,tureyenKoloniNoListesiNottan,tureyenKoloniSistemKimlikleri,olayTipiOneri,ayristirmaGuveni,ayristirmaNotu
KOL-014,26,2025-04-25,8,,,,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,,,,0,Çift besleme yapıldı. Petek kabartmaya devam. Varroa Vetorax.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-014,26,2025-04-28,8,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Filizkıran rüzgarı sebebi ile yalnızca hızlıca besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-014,26,2025-05-07,8,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda petek ilavesi yok. Besleme yapıldı. Varroa.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-014,26,2025-05-10,9,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor. Beslendi. 1 Kabartılmış kara petek ilave yapıldı..,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-014,26,2025-05-14,9,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. Biraz daha sıkışsın. 2-3 gün sonra bakalım. Kat gerekebilir. Beslendi varroa 9 çıta.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-014,26,2025-05-20,12,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Kat atıldı. Çift besleme.. Varroa.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-014,26,2025-05-24,13,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,1 Temel petek ilave. Beslendi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-014,26,2025-05-27,17,,,,,,0,,,,,0,0,0,0,0,,,,,,0,5. Kovandan Ballı polenli iki kabarmış petek ilave edildi.,uretim,,,,,,yüksek,
KOL-014,26,2025-06-02,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,1 Temel Petek. Gerisi kabarmış. Eklendi. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-014,26,2025-06-14,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ballık ilerliyor. Katta yavru görünmüyor.,uretim,,,,,,yüksek,
KOL-014,26,2025-06-19,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-014,26,2025-06-26,19,,,kapalı yavru var,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor. Kapalı yavrular var.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-014,26,2025-07-05,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-014,26,2025-07-10,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-014,26,2025-07-24,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ballı. Güzel.,uretim,,,,,,yüksek,
KOL-014,26,2025-08-04,16,3,,,,,0,,,,,0,0,0,0,0,,,,,,0,3 ÇITA BAL alındı.,uretim,,,,,,yüksek,
KOL-014,26,2025-08-19,16,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-014,26,2025-08-23,8,6,,,,,0,,,,,0,0,0,0,0,,,,,,0,"Kat alındı. 2 Boş, 6 BALLI ÇITA alındı.",uretim,,,,,,yüksek,
KOL-014,26,2025-09-07,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Fena değil. Kötü değil. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-014,26,2025-09-10,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-014,26,2025-09-13,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-014,26,2025-10-13,8,,,,,fondan,1,,,,,0,0,0,0,0,,,,,,0,Fondan almamış iyi görünmüyor.,kis,,,,,,yüksek,
KOL-014,26,2025-11-13,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,sönmüş,kis,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-04-22,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,19'dan bölündü - şurup verildi.,uretim,19,KOL-003,,,child_created_from_split,yüksek,
KOL-015,39 (Eski 8),2025-04-23,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Güçlü - Besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-015,39 (Eski 8),2025-04-25,4,,,,,1/1 şurup,1,vetorax,,,1,0,0,0,1,0,,,görülemedi,,,0,Ana gözü görülemedi. Şerbeti almamış. Varroa vetorax.,uretim,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-04-28,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İşlem yapılmadı. Ortaya kova ile şerbet konuldu.,uretim,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-05-07,4,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-05-10,4,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-05-24,6,,,günlük var,,1/1 şurup,1,,,,,0,0,0,0,0,,1,,,yumurtluyor,0,"Günlükler var. Çok iyi. Kapalı yavrular. 1 Temel, 1 Kabarmış kara petek ilave. Besleme. Normal koloni düzeni.",uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-015,39 (Eski 8),2025-06-02,8,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,"1 Kabarmış, 1 temel petek verildi. Yavrular var. Güçlü. Beslendi. Varroa.",uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-015,39 (Eski 8),2025-06-08,8,,,,,fondan,1,,,,,0,0,0,0,0,,,,,,0,Fondan verildi.,uretim,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-06-14,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-06-19,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-06-26,10,,,yavru var,,,0,timol,,,,0,0,0,0,0,,,,,,0,Bal var. Yavru var. Çok iyi durumda. Sıkışmış. 2 ve 9. Çıtalalara ilave yapıldı. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-07-05,14,,,,,,0,,,,,0,0,0,0,0,,,,,,0,"Kat atıldı. 1 Telem petek, 5 kabarmış ilave.",uretim,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-07-10,16,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,"1 Telem, 1 Kabarmış ilave. Varroa",uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-07-24,18,,,,,,0,,,,,0,0,0,0,0,,,,,,0,2 kabarmış ilave.,uretim,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-08-04,11,7,,,,,0,,,,,0,0,0,0,0,,,,,,0,7 ÇITA BAL alındı.,uretim,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-08-19,11,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-08-23,8,2,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Boş 2 BALLI ÇITA alındı.,uretim,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-09-07,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Fena değil. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-09-10,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-09-13,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-015,39 (Eski 8),2025-10-13,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-11-13,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-11-17,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-015,39 (Eski 8),2025-11-22,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-015,39 (Eski 8),2026-01-13,8,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-015,39 (Eski 8),2026-01-20,8,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-015,39 (Eski 8),2026-02-24,6,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Gereksiz çıtalar alındı. Kovan nemli. Kovan değiştir.,kis,,,,,,yüksek,
KOL-015,39 (Eski 8),2026-02-25,6,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,39 No'lu kovan ile değiştirildi. Az besleme yapıldı.,kis,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-015,39 (Eski 8),2026-03-07,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi görünüyor. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-015,39 (Eski 8),2026-03-10,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi görünüyor. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-015,39 (Eski 8),2026-03-12,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gereksiz kabarmış petek alınarak 1 temel petek verlidi. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-015,39 (Eski 8),2026-04-01,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
KOL-015,39 (Eski 8),2026-04-06,7,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,1 temel petek ilave Varroa ve besleme,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-016,12,2025-04-22,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,15'den bölündü - şurup verildi.,uretim,15,KOL-002,,,child_created_from_split,yüksek,
KOL-016,12,2025-04-23,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Güçlü - Besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-016,12,2025-04-25,4,,,bal+yavru iyi,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,açık,,,0,Açık ana gözleri var. Beslendi. Bal ve yavru iyi görünüyor. Varroa Vetorax,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-016,12,2025-04-28,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İşlem yapılmadı. Ortaya kova ile şerbet konuldu.,uretim,,,,,,yüksek,
KOL-016,12,2025-05-07,5,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda 1 temel petek ilave. Besleme varroa,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-016,12,2025-05-10,5,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-016,12,2025-05-24,7,,,günlük var,,1/1 şurup,1,,,,,0,0,0,0,0,,1,,,yumurtluyor,0,"Günlükler var. Çok iyi. Kapalı yavrular. 1 Temel, 1 Kabarmış kara petek ilave. Besleme. Normal koloni düzeni.",uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-016,12,2025-06-02,9,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,"1 Temel, 1 kabarmış överildi. Çok kalabalık. Beslendi. Varroa.",uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-016,12,2025-06-08,10,,,yavru var,,fondan,1,,,,,0,0,0,0,0,,,,,,0,1 Çıta kabarmış eklendi. Güzel yavru var. Fondan verildi. Kata takip.,uretim,,,,,,yüksek,
KOL-016,12,2025-06-14,10,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-016,12,2025-06-19,14,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Kat atıldı. Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-016,12,2025-06-26,14,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Kalabalık. Petek ilave edilebilir. Varroa. İyi durumda.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-016,12,2025-07-05,16,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Temel 1 Kara petek ilave. Vanroa,uretim,,,,,,yüksek,
KOL-016,12,2025-07-10,18,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Temel 1 Kabarmış petek ilave. Vanroa,uretim,,,,,,yüksek,
KOL-016,12,2025-07-24,20,,,,,,0,,,,,0,0,0,0,0,,,,,,0,"1 Kabarmış, 1 temel ilave.",uretim,,,,,,yüksek,
KOL-016,12,2025-08-04,13,7,,,,,0,,,,,0,0,0,0,0,,,,,,0,7 ÇITA BAL alındı.,uretim,,,,,,yüksek,
KOL-016,12,2025-08-19,13,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-016,12,2025-08-23,8,2,,,,,0,,,,,0,0,0,0,0,,,,,,0,3 Çıta boş. 2 ÇITA BALLI alındı.,uretim,,,,,,yüksek,
KOL-016,12,2025-09-07,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Gayet iyi durumda kalabalık. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-016,12,2025-09-10,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-016,12,2025-09-13,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-016,12,2025-10-13,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,yüksek,
KOL-016,12,2025-11-13,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-016,12,2025-11-17,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-016,12,2025-11-22,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-016,12,2026-01-13,8,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-016,12,2026-01-20,8,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-016,12,2026-02-24,8,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı.,kis,,,,,,yüksek,
KOL-016,12,2026-02-25,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu.,kis,,,,,,yüksek,
KOL-016,12,2026-03-07,8,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi görünüyor. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-016,12,2026-03-10,8,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi görünüyor. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-016,12,2026-03-12,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,2 Kabarmış petek güve riskine karşı alndı. Yerin 1 adet temel petek verildi. Az besleme yapldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-016,12,2026-04-01,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
KOL-016,12,2026-04-06,8,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,1 temel petek ilave Varroa ve besleme,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-017,13,2025-04-22,14,,,,,1/1 şurup,1,,,,,0,1,0,0,0,,,,,,0,Bölündü (5-7) - 1 petek ve şurup verildi.,uretim,,,5-7,KOL-025;KOL-001,parent_split,yüksek,
KOL-017,13,2025-04-23,8,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Güçlü. 2 besleme yapıldı. 1 Temel petek verildi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-017,13,2025-04-25,9,,,,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,,,,0,1 Temel petek verildi. Çift besleme yapıldı. Varroa Vetorax. Kat yakın.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-017,13,2025-04-28,9,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Filizkıran rüzgarı sebebi ile yalnızca hızlıca besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-017,13,2025-05-05,12,,,,agresif,,0,,,,,0,0,0,0,0,,,,,,0,Kat atıldı. Agresif.,uretim,,,,,,yüksek,
KOL-017,13,2025-05-07,19,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,"Sıra ile bir temel bir kara petek şeklinde ballık dolduruldu. 2 Temel 4  Kabarmış, 1 kara kovan.. Çift besleme yapıldı. Varroa",uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-017,13,2025-05-10,19,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Çift besleme. Varroa,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-017,13,2025-05-14,17,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Çift besleme. Varroa. Karakovan ve temel petek alındı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-017,13,2025-05-20,17,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Beslendi. Varroa.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-017,13,2025-05-24,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,"1 Temel, 1 Kabarmış kara petek ilave.",uretim,,,,,,yüksek,
KOL-017,13,2025-06-02,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Ful dolu. Varroa yapıldı. Düşünülüyor.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-017,13,2025-06-14,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-017,13,2025-06-19,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-017,13,2025-06-26,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,İyi durumda. Ballı. Henüz Boşluklar var. Kat için beklemek lazım.,uretim,,,,,,yüksek,
KOL-017,13,2025-07-05,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ful. 3. Kat hazırla.,uretim,,,,,,yüksek,
KOL-017,13,2025-07-10,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ful. 3. Kat hazırla.,uretim,,,,,,yüksek,
KOL-017,13,2025-07-13,23,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,3. Kat. Varroa. 2 temel 2 kabarmış petek.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-017,13,2025-07-24,24,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Kabarmış ilave,uretim,,,,,,yüksek,
KOL-017,13,2025-08-05,16,8,,,,,0,,,,,0,0,0,0,0,,,,,,0,8 ÇITA BAL,uretim,,,,,,yüksek,
KOL-017,13,2025-08-19,16,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-017,13,2025-08-23,7,6,,,,,0,,,,,0,0,0,0,0,,,,,,0,3 Çıta boş. 6 ÇITA BALLI alındı.,uretim,,,,,,yüksek,
KOL-017,13,2025-09-07,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Fena değil Kalabalık. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-017,13,2025-09-10,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-017,13,2025-09-13,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-017,13,2025-10-13,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,yüksek,
KOL-017,13,2025-11-13,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-017,13,2025-11-17,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-017,13,2025-11-22,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-017,13,2026-01-13,8,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-017,13,2026-01-20,8,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-017,13,2026-02-24,7,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Gereksiz çıtalar alındı.,kis,,,,,,yüksek,
KOL-017,13,2026-02-25,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu.,kis,,,,,,yüksek,
KOL-017,13,2026-03-07,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi. Bölme tahtası yok. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-017,13,2026-03-10,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi. Bölme tahtası eklendi Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-017,13,2026-03-12,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,1 Kabarmış petek alındı. Yerine 1 temel petek verildi. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
